CD_ESCOLA,PARTICIPANTES,ENEM,CODMUN,CODDIST,LAB_INF,QD_ESP_C,QD_ESP_D,BIBLIO,REG_IN_CR,REG_IN_PE,REG_FU_8A,REG_MED_I,REG_MED_N,REG_MED_P,ENS_ESP,EJA,EJA_FUND,EJA_MED,AB1EM_11,AP9EF_12,AB1EM_12,AP9EF_13,AP3EM_13,AB1EM_13,AP9EF_14,AP3EM_14,AB1EM_14,INSE_AB,INSE_CL,EFABAND9ANOS1S,EFABAND9ANOS2S,EFABAND9ANOS3S,EFABAND9ANOS4S,EFABAND9ANOS5S,EFABAND9ANOS6S,EFABAND9ANOS7S,EFABAND9ANOS8S,EFABAND9ANOS9S,TOTALEF_ABAND,EFAPROV9ANOS1S,EFAPROV9ANOS2S,EFAPROV9ANOS3S,EFAPROV9ANOS4S,EFAPROV9ANOS5S,EFAPROV9ANOS6S,EFAPROV9ANOS7S,EFAPROV9ANOS8S,EFAPROV9ANOS9S,EFAPROV2S,TOTALEF_APROV,EFREPROV9ANOS1S,EFREPROV9ANOS2S,EFREPROV9ANOS3S,EFREPROV9ANOS4S,EFREPROV9ANOS5S,EFREPROV9ANOS6S,EFREPROV9ANOS7S,EFREPROV9ANOS8S,EFREPROV9ANOS9S,TOTALEF_REPROV,EMABAND1S,EMABAND2S,EMABAND3S,TOTAL_EM_ABAND,EMREPROV1S,EMREPROV2S,EMREPROV3S,TOTAL_EM_REPROV,EMAPROV1S,EMAPROV2S,EMAPROV3S,EMAPROV4S,TOTAL_EM_APROV,EPAPROV,EPREPROV,EPABAND,EJAIABAND,EJAIAPROV,EJAIREPROV,EJAIIABAND,EJAIIAPROV,EJAIIREPROV,CODMEC,ALE9F1A5_2012,ALE9F1A5_2013,ALE9F1A5_2014,ALE9F1A5_2015,ALE9F6A9_2012,ALE9F6A9_2013,ALE9F6A9_2014,ALE9F6A9_2015,ALEF1A4_2012,ALEF1A8_2012,ALEF1A8_2013,ALEF1A8_2014,ALEF5A8_2012,ALEM1S_2012,ALEM1S_2013,ALEM1S_2014,ALEM1S_2015,ALEM2S_2012,ALEM2S_2013,ALEM2S_2014,ALEM2S_2015,ALEM_2012,ALEM_2013,ALEM_2014,ALEM_2015,ALFUNDII_2012,ALFUNDII_2013,ALFUNDII_2014,ALFUNDII_2015,ALFUNDI_2012,ALFUND_2012,ALFUND_2013,ALFUND_2014,ALFUND_2015,CLE9F1A5_2012,CLE9F1A5_2013,CLE9F1A5_2014,CLE9F1A5_2015,CLE9F6A9_2012,CLE9F6A9_2013,CLE9F6A9_2014,CLE9F6A9_2015,CLEM1S_2012,CLEM1S_2013,CLEM1S_2014,CLEM1S_2015,CLEM2S_2012,CLEM2S_2013,CLEM2S_2014,CLEM2S_2015,CLEM_2012,CLEM_2013,CLEM_2014,CLEM_2015,CLFUNDII_2012,CLFUNDII_2013,CLFUNDII_2015,CLFUNDI_2012,CLFUND_2012,CLFUND_2013,CLFUND_2014,CLFUND_2015,TOTAL_ALUNOS_2012,TOTAL_ALUNOS_2013,TOTAL_ALUNOS_2014,TOTAL_ALUNOS_2015
35054082,51,1,3550308,355030871,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2.1,69.5,0.0,75.9,88.5,8.4,90.3,89.8,6.3,54.9841,Medio Alto,0,0,0,0,0,0,0,2,15,17,27,25,29,34,37,66,0,84,98,0,400,0,0,0,0,0,0,0,4,21,25,11,8,5,24,51,13,5,69,170,109,79,0,358,0,0,0,7,49,0,35,183,27,35054082,98.0,143.0,174.0,156.0,0.0,0.0,328.0,290.0,50.0,474.0,391.0,0.0,424.0,107.0,98.0,125.0,236.0,33.0,84.0,94.0,135.0,164.0,210.0,284.0,457.0,424.0,391.0,328.0,290.0,148.0,572.0,534.0,502.0,446.0,4.0,5.0,6.0,6.0,0.0,0.0,10.0,9.0,3.0,3.0,4.0,7.0,1.0,3.0,3.0,4.0,5.0,7.0,10.0,14.0,16.0,13.0,9.0,6.0,22.0,18.0,16.0,15.0,1171.0,1077.0,1061.0,1205.0
35060574,34,2,3550308,355030880,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,91.8,94.9,0.0,89.8,97.2,0.0,68.791,Muito Alto,0,0,0,0,0,0,0,0,0,0,0,38,33,29,36,44,32,62,40,0,314,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,2,0,3,37,40,42,0,119,0,0,0,0,0,0,0,0,0,35060574,144.0,123.0,135.0,135.0,171.0,180.0,185.0,178.0,0.0,0.0,0.0,0.0,0.0,35.0,34.0,46.0,39.0,48.0,29.0,40.0,41.0,119.0,102.0,122.0,122.0,171.0,180.0,185.0,178.0,144.0,315.0,303.0,320.0,313.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,7.0,8.0,6.0,8.0,15.0,16.0,14.0,14.0,434.0,405.0,442.0,435.0
35070178,135,2,3550308,355030870,1,1,1,0,0,0,0,0,1,1,0,0,0,0,5.9,99.2,4.4,94.0,90.9,6.0,95.3,91.6,6.0,54.6869,Medio Alto,1,0,0,0,0,0,0,0,1,2,54,47,48,43,56,57,0,63,67,0,435,1,0,4,0,0,7,0,0,8,20,17,2,1,20,78,61,26,165,184,209,188,0,581,357,77,25,0,0,0,0,0,0,35070178,178.0,218.0,260.0,245.0,0.0,0.0,238.0,211.0,65.0,474.0,383.0,0.0,409.0,305.0,304.0,304.0,259.0,275.0,243.0,265.0,273.0,831.0,802.0,823.0,776.0,409.0,383.0,238.0,211.0,243.0,652.0,601.0,498.0,456.0,6.0,8.0,10.0,10.0,0.0,0.0,8.0,7.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,8.0,27.0,27.0,27.0,26.0,13.0,12.0,7.0,8.0,21.0,20.0,18.0,17.0,2051.0,1955.0,1887.0,1667.0
35071936,47,2,3550308,355030863,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.0,92.1,0.0,97.2,98.1,0.0,97.3,100.0,0.0,64.863,Muito Alto,0,0,0,0,0,0,0,0,0,0,66,62,61,36,62,70,74,89,66,0,586,0,1,0,0,0,0,1,5,3,10,0,0,0,0,7,8,1,16,63,47,53,0,163,0,0,0,0,0,0,0,0,0,35071936,286.0,265.0,273.0,290.0,318.0,316.0,322.0,313.0,0.0,0.0,0.0,0.0,0.0,97.0,90.0,81.0,71.0,58.0,69.0,86.0,56.0,221.0,217.0,238.0,182.0,318.0,316.0,322.0,313.0,286.0,604.0,581.0,595.0,603.0,18.0,19.0,18.0,22.0,13.0,15.0,16.0,13.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,7.0,7.0,11.0,7.0,13.0,15.0,13.0,18.0,31.0,34.0,34.0,35.0,954.0,916.0,938.0,890.0
35100031,34,2,3550308,355030863,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.0,98.7,2.0,100.0,100.0,0.0,98.4,100.0,0.0,64.9178,Muito Alto,0,0,0,0,0,0,0,0,0,0,62,95,64,69,70,91,76,61,82,0,670,0,1,0,0,0,1,1,2,0,5,0,0,0,0,1,0,1,2,46,53,45,0,144,0,0,0,0,0,0,0,0,0,35100031,370.0,381.0,402.0,365.0,324.0,315.0,297.0,315.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,71.0,49.0,32.0,43.0,50.0,53.0,114.0,128.0,162.0,148.0,324.0,315.0,297.0,315.0,370.0,694.0,696.0,699.0,680.0,15.0,17.0,17.0,16.0,13.0,13.0,12.0,13.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,13.0,13.0,13.0,15.0,28.0,30.0,29.0,29.0,900.0,943.0,993.0,960.0
35100043,31,2,3550308,355030863,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,93.6,100.0,0.0,100.0,98.4,0.0,64.8109,Muito Alto,0,0,0,0,0,0,0,0,0,0,61,73,59,69,62,67,66,61,39,0,557,0,1,0,0,0,0,1,5,2,9,0,0,0,0,4,0,0,4,37,27,33,0,97,0,0,0,0,0,0,0,0,0,35100043,286.0,297.0,321.0,327.0,238.0,255.0,267.0,244.0,0.0,0.0,0.0,0.0,0.0,59.0,38.0,36.0,43.0,49.0,61.0,40.0,28.0,153.0,148.0,141.0,104.0,238.0,255.0,267.0,244.0,286.0,524.0,552.0,588.0,571.0,15.0,15.0,17.0,18.0,11.0,12.0,12.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,5.0,11.0,12.0,11.0,15.0,26.0,27.0,29.0,29.0,762.0,796.0,797.0,749.0
35100080,18,2,3550308,355030821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,89.3,0.0,100.0,100.0,0.0,96.6,100.0,0.0,58.0387,Alto,0,0,0,0,1,0,1,0,0,2,24,25,27,25,28,32,32,26,32,0,251,0,0,0,0,0,0,0,1,0,1,0,6,1,7,3,1,1,5,20,22,27,0,69,0,0,0,0,0,0,11,9,0,35100080,140.0,139.0,135.0,133.0,60.0,93.0,123.0,125.0,0.0,57.0,27.0,0.0,57.0,28.0,27.0,28.0,27.0,31.0,28.0,26.0,30.0,85.0,87.0,79.0,87.0,117.0,120.0,123.0,125.0,140.0,257.0,259.0,258.0,258.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,342.0,346.0,337.0,464.0
35100161,10,2,3550308,355030821,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,100.0,100.0,0.0,92.3,100.0,0.0,59.0379,Alto,0,0,0,0,0,0,0,0,0,0,14,16,12,10,13,19,15,12,17,0,128,0,0,0,1,1,1,3,2,3,11,0,0,0,0,2,4,1,7,22,25,11,0,58,0,0,0,0,0,0,0,0,0,35100161,57.0,52.0,59.0,68.0,99.0,94.0,70.0,74.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,29.0,23.0,20.0,22.0,19.0,31.0,51.0,59.0,66.0,65.0,99.0,94.0,70.0,74.0,57.0,156.0,146.0,129.0,142.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,214.0,205.0,195.0,207.0
35100171,25,2,3550308,355030821,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,97.3,100.0,0.0,100.0,95.7,0.0,65.4813,Muito Alto,0,0,0,0,0,0,0,0,0,0,35,42,60,25,26,38,34,25,29,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28,27,27,0,82,0,0,0,0,0,0,0,0,0,35100171,199.0,204.0,219.0,191.0,199.0,167.0,143.0,128.0,0.0,0.0,0.0,0.0,0.0,24.0,42.0,27.0,29.0,22.0,30.0,29.0,27.0,75.0,94.0,79.0,86.0,199.0,167.0,143.0,128.0,199.0,398.0,371.0,362.0,319.0,10.0,11.0,9.0,10.0,7.0,8.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,7.0,8.0,5.0,10.0,17.0,19.0,15.0,15.0,519.0,508.0,510.0,463.0
35100183,15,2,3550308,355030821,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,90.0,0.0,83.3,100.0,3.1,92.0,95.5,0.0,60.4515,Alto,0,0,0,0,0,0,0,0,0,0,56,53,34,35,34,32,24,20,17,0,305,0,0,0,0,1,3,3,1,1,9,0,0,0,0,1,2,0,3,20,14,17,0,51,0,0,0,0,0,0,0,0,0,35100183,229.0,242.0,231.0,210.0,114.0,111.0,108.0,103.0,0.0,0.0,0.0,0.0,0.0,35.0,32.0,23.0,21.0,13.0,21.0,22.0,18.0,67.0,68.0,67.0,56.0,114.0,111.0,108.0,103.0,229.0,343.0,353.0,339.0,313.0,11.0,11.0,12.0,12.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,11.0,15.0,15.0,16.0,16.0,493.0,520.0,511.0,468.0
35100213,46,2,3550308,355030850,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,97.5,100.0,0.0,97.9,100.0,0.0,64.063,Muito Alto,0,0,0,0,0,0,0,0,0,0,47,50,46,53,75,63,65,76,81,0,556,0,0,0,1,0,2,1,2,3,9,0,0,0,0,1,1,0,2,81,69,57,0,207,0,0,0,0,0,0,0,0,0,35100213,286.0,255.0,248.0,255.0,186.0,234.0,307.0,273.0,0.0,186.0,82.0,0.0,186.0,79.0,76.0,63.0,78.0,85.0,63.0,67.0,60.0,241.0,216.0,191.0,196.0,372.0,316.0,307.0,273.0,286.0,658.0,571.0,555.0,528.0,15.0,14.0,13.0,13.0,8.0,10.0,13.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,9.0,9.0,9.0,16.0,13.0,12.0,15.0,31.0,27.0,26.0,25.0,943.0,821.0,778.0,767.0
35100298,13,2,3550308,355030829,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,88.5,0.0,95.8,100.0,0.0,100.0,100.0,0.0,64.1934,Muito Alto,0,0,0,0,0,0,0,0,0,0,41,24,31,31,32,32,30,22,17,0,260,0,2,0,0,0,0,0,0,1,3,0,0,0,0,2,1,0,3,16,13,16,0,45,0,0,0,0,0,0,0,0,0,35100298,141.0,150.0,152.0,162.0,87.0,86.0,89.0,101.0,0.0,0.0,0.0,0.0,0.0,7.0,28.0,19.0,18.0,18.0,8.0,20.0,13.0,36.0,51.0,45.0,47.0,87.0,86.0,89.0,101.0,141.0,228.0,236.0,241.0,263.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,10.0,14.0,14.0,14.0,14.0,338.0,357.0,357.0,381.0
35100304,28,3,3550308,355030829,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,96.6,0.0,98.3,100.0,0.0,100.0,96.0,0.0,64.4631,Muito Alto,0,0,0,0,0,0,0,0,0,0,88,89,59,61,85,71,46,63,44,0,606,0,1,1,0,3,0,2,5,4,16,0,0,0,0,4,0,0,4,28,26,33,0,87,0,0,0,0,0,0,0,0,0,35100304,416.0,419.0,431.0,392.0,276.0,273.0,253.0,236.0,0.0,0.0,0.0,0.0,0.0,34.0,45.0,36.0,34.0,31.0,27.0,38.0,26.0,92.0,101.0,99.0,95.0,276.0,273.0,253.0,236.0,416.0,692.0,692.0,684.0,628.0,18.0,20.0,20.0,16.0,11.0,11.0,9.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,11.0,11.0,10.0,18.0,29.0,31.0,29.0,26.0,1013.0,1015.0,998.0,890.0
35100328,31,2,3550308,355030829,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,88.3,0.0,100.0,97.0,0.0,98.4,100.0,0.0,64.9219,Muito Alto,0,0,0,0,0,0,0,0,0,0,42,45,48,41,50,60,51,63,65,0,465,0,0,0,0,1,1,1,2,2,7,0,0,0,0,4,1,0,5,29,48,33,0,110,0,0,0,0,0,0,0,0,0,35100328,277.0,233.0,226.0,227.0,287.0,288.0,252.0,247.0,0.0,0.0,0.0,0.0,0.0,49.0,45.0,53.0,35.0,35.0,24.0,36.0,53.0,120.0,102.0,117.0,121.0,287.0,288.0,252.0,247.0,277.0,564.0,521.0,478.0,474.0,14.0,10.0,10.0,10.0,11.0,12.0,9.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,11.0,12.0,9.0,14.0,25.0,22.0,19.0,19.0,755.0,709.0,678.0,683.0
35100353,34,2,3550308,355030811,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,96.7,0.0,100.0,98.0,0.0,92.9,100.0,0.0,58.8481,Alto,0,0,0,0,0,0,0,0,0,0,61,60,62,57,56,66,64,35,65,0,526,0,1,1,0,1,1,1,3,1,9,0,0,0,0,1,0,0,1,57,67,45,0,169,0,0,0,0,0,0,0,0,0,35100353,236.0,264.0,283.0,305.0,251.0,213.0,224.0,241.0,0.0,0.0,0.0,0.0,0.0,35.0,56.0,67.0,58.0,52.0,32.0,50.0,70.0,119.0,138.0,147.0,174.0,251.0,213.0,224.0,241.0,236.0,487.0,477.0,507.0,546.0,10.0,12.0,12.0,12.0,8.0,7.0,7.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,8.0,7.0,7.0,10.0,18.0,19.0,19.0,19.0,640.0,654.0,705.0,777.0
35100365,31,2,3550308,355030851,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,90.0,0.0,96.6,100.0,0.0,96.6,100.0,0.0,59.9427,Alto,0,0,0,0,0,0,0,0,0,0,30,29,31,32,31,32,28,31,30,0,274,0,0,0,0,0,1,2,3,2,8,1,0,0,1,3,0,1,4,26,27,31,0,84,0,0,0,0,0,0,88,10,0,35100365,154.0,156.0,152.0,155.0,69.0,101.0,123.0,131.0,0.0,121.0,60.0,0.0,121.0,32.0,32.0,32.0,30.0,30.0,32.0,31.0,29.0,93.0,93.0,95.0,91.0,190.0,161.0,123.0,131.0,154.0,344.0,317.0,275.0,286.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,5.0,4.0,5.0,11.0,10.0,9.0,9.0,437.0,410.0,370.0,741.0
35100420,41,3,3550308,355030870,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,92.5,0.0,100.0,100.0,0.0,94.1,100.0,0.0,70.2248,Muito Alto,0,0,0,0,0,0,0,0,0,0,62,78,76,44,93,100,96,77,89,0,715,0,0,0,0,0,0,3,1,0,4,0,0,0,0,5,3,0,8,59,39,45,0,143,0,0,0,0,0,0,0,0,0,35100420,433.0,424.0,405.0,361.0,388.0,387.0,385.0,369.0,0.0,0.0,0.0,0.0,0.0,99.0,67.0,46.0,67.0,91.0,76.0,53.0,43.0,233.0,219.0,167.0,157.0,388.0,387.0,385.0,369.0,433.0,821.0,811.0,790.0,730.0,19.0,20.0,20.0,17.0,15.0,17.0,16.0,15.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,10.0,9.0,7.0,7.0,15.0,17.0,15.0,19.0,34.0,37.0,36.0,32.0,1155.0,1139.0,1054.0,999.0
35100432,121,4,3550308,355030870,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,95.9,0.0,94.8,100.0,0.0,95.1,99.4,0.0,69.392,Muito Alto,0,0,0,0,0,0,0,0,0,0,192,182,192,180,180,232,227,211,175,0,1771,0,0,0,0,0,1,5,2,3,11,0,0,0,0,28,21,5,54,156,152,124,0,432,0,0,0,0,0,0,0,0,0,35100432,918.0,921.0,938.0,933.0,848.0,852.0,848.0,867.0,0.0,0.0,0.0,0.0,0.0,182.0,176.0,197.0,190.0,137.0,169.0,147.0,182.0,471.0,478.0,507.0,502.0,848.0,852.0,848.0,867.0,918.0,1766.0,1773.0,1786.0,1800.0,39.0,40.0,42.0,41.0,31.0,32.0,32.0,33.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,6.0,19.0,19.0,20.0,19.0,31.0,32.0,33.0,39.0,70.0,72.0,74.0,74.0,2485.0,2520.0,2587.0,2603.0
35100444,22,2,3550308,355030870,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,97.1,0.0,96.8,100.0,0.0,100.0,100.0,2.9,63.1028,Muito Alto,0,0,0,0,0,0,0,0,0,0,18,20,25,20,17,28,20,29,25,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,30,0,99,0,0,0,0,0,0,0,0,0,35100444,101.0,105.0,111.0,103.0,130.0,124.0,116.0,101.0,0.0,0.0,0.0,0.0,0.0,36.0,33.0,35.0,34.0,25.0,35.0,35.0,35.0,92.0,90.0,102.0,99.0,130.0,124.0,116.0,101.0,101.0,231.0,229.0,227.0,204.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,339.0,341.0,355.0,327.0
35100468,32,2,3550308,355030870,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0.0,86.7,0.0,100.0,97.2,0.0,93.3,100.0,0.0,65.8421,Muito Alto,0,0,0,0,0,0,0,0,0,0,35,34,37,31,34,23,37,31,21,0,283,0,0,0,0,0,2,0,2,1,5,0,0,0,0,4,0,0,4,34,40,36,0,110,0,0,0,0,0,0,0,0,0,35100468,158.0,154.0,153.0,169.0,163.0,149.0,124.0,121.0,0.0,0.0,0.0,0.0,0.0,53.0,41.0,42.0,38.0,51.0,39.0,36.0,41.0,142.0,120.0,113.0,114.0,163.0,149.0,124.0,121.0,158.0,321.0,303.0,277.0,290.0,11.0,10.0,10.0,10.0,8.0,8.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,8.0,8.0,4.0,11.0,19.0,18.0,14.0,14.0,577.0,530.0,469.0,483.0
35100473,144,3,3550308,355030870,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,95.9,0.0,83.2,98.4,0.0,87.6,100.0,0.0,70.2489,Muito Alto,0,0,0,0,0,0,0,0,0,0,230,161,191,164,210,166,182,187,185,0,1676,0,0,0,0,1,1,8,12,5,27,0,0,0,0,8,0,1,9,142,158,161,0,461,0,0,0,0,0,0,0,0,0,35100473,743.0,812.0,873.0,955.0,659.0,690.0,720.0,746.0,0.0,0.0,0.0,0.0,0.0,159.0,198.0,173.0,148.0,137.0,144.0,173.0,157.0,433.0,472.0,488.0,467.0,659.0,690.0,720.0,746.0,743.0,1402.0,1502.0,1593.0,1701.0,33.0,36.0,37.0,40.0,22.0,23.0,23.0,24.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,13.0,14.0,15.0,15.0,22.0,23.0,24.0,33.0,55.0,59.0,60.0,64.0,2126.0,2318.0,2499.0,2569.0
35100493,29,2,3550308,355030870,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,92.7,0.0,96.2,100.0,0.0,96.8,100.0,0.0,65.8317,Muito Alto,0,0,0,0,0,0,0,0,0,0,16,21,23,19,23,28,26,32,42,0,230,0,0,0,0,0,2,2,1,1,6,0,0,0,0,4,1,0,5,38,34,34,0,106,0,0,0,0,0,0,0,0,0,35100493,109.0,120.0,121.0,103.0,139.0,125.0,141.0,136.0,0.0,0.0,0.0,0.0,0.0,57.0,59.0,48.0,42.0,61.0,54.0,44.0,39.0,192.0,161.0,144.0,115.0,139.0,125.0,141.0,136.0,109.0,248.0,245.0,262.0,239.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,11.0,10.0,10.0,10.0,533.0,509.0,504.0,438.0
35100547,48,2,3550308,355030870,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,96.2,0.0,93.9,98.2,0.0,89.0,94.0,0.0,62.891000000000005,Muito Alto,0,0,0,0,0,0,0,0,0,0,58,62,47,49,61,48,62,80,70,0,537,0,0,0,0,0,1,1,1,2,5,0,0,0,0,4,1,0,5,59,52,53,0,164,0,0,0,0,0,0,0,0,0,35100547,274.0,240.0,262.0,276.0,310.0,308.0,290.0,264.0,0.0,0.0,0.0,0.0,0.0,61.0,59.0,62.0,62.0,60.0,51.0,57.0,53.0,180.0,167.0,168.0,168.0,310.0,308.0,290.0,264.0,274.0,584.0,548.0,552.0,540.0,11.0,10.0,12.0,13.0,12.0,12.0,11.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,12.0,12.0,10.0,11.0,23.0,22.0,23.0,23.0,854.0,822.0,822.0,790.0
35100663,53,2,3550308,355030870,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,91.2,0.0,96.5,100.0,0.0,95.1,100.0,0.0,67.3143,Muito Alto,0,0,0,0,0,0,0,0,0,0,34,35,42,25,38,48,40,56,60,0,378,0,0,0,0,1,0,2,3,3,9,0,0,0,0,0,2,1,3,58,44,63,0,165,0,0,0,0,0,0,0,0,0,35100663,216.0,201.0,172.0,176.0,295.0,272.0,215.0,214.0,0.0,0.0,0.0,0.0,0.0,86.0,79.0,57.0,59.0,69.0,69.0,74.0,47.0,204.0,219.0,191.0,171.0,295.0,272.0,215.0,214.0,216.0,511.0,473.0,387.0,390.0,9.0,9.0,9.0,9.0,11.0,10.0,8.0,8.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,10.0,10.0,8.0,7.0,11.0,10.0,8.0,9.0,20.0,19.0,17.0,17.0,777.0,744.0,631.0,613.0
35100730,50,2,3550308,355030886,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,98.1,97.5,2.3,98.7,90.0,1.5,62.9896,Muito Alto,0,0,0,0,0,0,0,0,0,0,64,65,97,58,60,61,72,55,80,0,612,0,0,1,1,1,0,2,2,3,10,0,1,0,1,7,6,0,13,77,57,68,0,202,0,0,0,0,0,0,0,0,0,35100730,42.0,208.0,260.0,346.0,64.0,177.0,247.0,274.0,0.0,0.0,0.0,0.0,0.0,8.0,43.0,69.0,81.0,19.0,31.0,57.0,61.0,44.0,114.0,155.0,207.0,64.0,177.0,247.0,274.0,42.0,106.0,385.0,507.0,620.0,5.0,11.0,13.0,18.0,4.0,6.0,9.0,11.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,7.0,4.0,6.0,11.0,5.0,9.0,17.0,22.0,29.0,163.0,623.0,804.0,980.0
35100785,39,3,3550308,355030889,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,90.8,0.0,94.0,97.9,0.0,90.9,97.9,0.0,68.5923,Muito Alto,0,0,0,0,0,0,0,0,0,0,35,47,58,40,43,52,79,57,65,0,476,0,0,0,0,0,0,2,2,4,8,0,0,0,0,3,3,0,6,41,31,44,0,116,0,0,0,0,0,0,0,0,0,35100785,298.0,289.0,253.0,222.0,265.0,282.0,284.0,263.0,0.0,0.0,0.0,0.0,0.0,63.0,52.0,49.0,44.0,58.0,61.0,47.0,37.0,170.0,161.0,144.0,125.0,265.0,282.0,284.0,263.0,298.0,563.0,571.0,537.0,485.0,17.0,17.0,16.0,13.0,12.0,12.0,11.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,12.0,12.0,10.0,17.0,29.0,29.0,27.0,23.0,867.0,869.0,819.0,744.0
