CD_ESCOLA,PARTICIPANTES,ENEM,CODMUN,CODDIST,LAB_INF,QD_ESP_C,QD_ESP_D,BIBLIO,REG_IN_CR,REG_IN_PE,REG_FU_8A,REG_MED_I,REG_MED_N,REG_MED_P,ENS_ESP,EJA,EJA_FUND,EJA_MED,AB1EM_11,AP9EF_12,AB1EM_12,AP9EF_13,AP3EM_13,AB1EM_13,AP9EF_14,AP3EM_14,AB1EM_14,INSE_AB,INSE_CL,EFABAND9ANOS1S,EFABAND9ANOS2S,EFABAND9ANOS3S,EFABAND9ANOS4S,EFABAND9ANOS5S,EFABAND9ANOS6S,EFABAND9ANOS7S,EFABAND9ANOS8S,EFABAND9ANOS9S,TOTALEF_ABAND,EFAPROV9ANOS1S,EFAPROV9ANOS2S,EFAPROV9ANOS3S,EFAPROV9ANOS4S,EFAPROV9ANOS5S,EFAPROV9ANOS6S,EFAPROV9ANOS7S,EFAPROV9ANOS8S,EFAPROV9ANOS9S,EFAPROV2S,TOTALEF_APROV,EFREPROV9ANOS1S,EFREPROV9ANOS2S,EFREPROV9ANOS3S,EFREPROV9ANOS4S,EFREPROV9ANOS5S,EFREPROV9ANOS6S,EFREPROV9ANOS7S,EFREPROV9ANOS8S,EFREPROV9ANOS9S,TOTALEF_REPROV,EMABAND1S,EMABAND2S,EMABAND3S,TOTAL_EM_ABAND,EMREPROV1S,EMREPROV2S,EMREPROV3S,TOTAL_EM_REPROV,EMAPROV1S,EMAPROV2S,EMAPROV3S,EMAPROV4S,TOTAL_EM_APROV,EPAPROV,EPREPROV,EPABAND,EJAIABAND,EJAIAPROV,EJAIREPROV,EJAIIABAND,EJAIIAPROV,EJAIIREPROV,CODMEC,ALE9F1A5_2012,ALE9F1A5_2013,ALE9F1A5_2014,ALE9F1A5_2015,ALE9F6A9_2012,ALE9F6A9_2013,ALE9F6A9_2014,ALE9F6A9_2015,ALEF1A4_2012,ALEF1A8_2012,ALEF1A8_2013,ALEF1A8_2014,ALEF5A8_2012,ALEM1S_2012,ALEM1S_2013,ALEM1S_2014,ALEM1S_2015,ALEM2S_2012,ALEM2S_2013,ALEM2S_2014,ALEM2S_2015,ALEM_2012,ALEM_2013,ALEM_2014,ALEM_2015,ALFUNDII_2012,ALFUNDII_2013,ALFUNDII_2014,ALFUNDII_2015,ALFUNDI_2012,ALFUND_2012,ALFUND_2013,ALFUND_2014,ALFUND_2015,CLE9F1A5_2012,CLE9F1A5_2013,CLE9F1A5_2014,CLE9F1A5_2015,CLE9F6A9_2012,CLE9F6A9_2013,CLE9F6A9_2014,CLE9F6A9_2015,CLEM1S_2012,CLEM1S_2013,CLEM1S_2014,CLEM1S_2015,CLEM2S_2012,CLEM2S_2013,CLEM2S_2014,CLEM2S_2015,CLEM_2012,CLEM_2013,CLEM_2014,CLEM_2015,CLFUNDII_2012,CLFUNDII_2013,CLFUNDII_2015,CLFUNDI_2012,CLFUND_2012,CLFUND_2013,CLFUND_2014,CLFUND_2015,TOTAL_ALUNOS_2012,TOTAL_ALUNOS_2013,TOTAL_ALUNOS_2014,TOTAL_ALUNOS_2015
35103342,51,3,3550308,355030869,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,94.2,0.0,93.8,100.0,0.0,98.8,98.2,0.0,63.1597,Muito Alto,0,0,0,0,0,0,0,0,0,0,78,82,83,77,77,81,84,76,82,0,720,0,0,1,0,2,5,13,6,4,31,1,0,0,1,8,0,0,8,79,55,62,0,196,0,0,0,0,0,0,0,0,0,35103342,430.0,408.0,385.0,392.0,410.0,376.0,375.0,356.0,0.0,0.0,0.0,0.0,0.0,81.0,88.0,70.0,89.0,71.0,60.0,72.0,55.0,197.0,213.0,198.0,206.0,410.0,376.0,375.0,356.0,430.0,840.0,784.0,760.0,748.0,15.0,15.0,15.0,17.0,12.0,12.0,12.0,12.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,7.0,7.0,6.0,7.0,12.0,12.0,12.0,15.0,27.0,27.0,27.0,29.0,1222.0,1177.0,1150.0,1144.0
35103408,12,2,3550308,355030809,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,75.0,0.0,83.3,100.0,0.0,87.5,100.0,0.0,61.2007,Alto,0,0,0,0,0,0,0,0,0,0,5,4,4,6,6,8,14,6,13,0,66,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,8,9,12,0,29,0,0,0,0,0,0,0,0,0,35103408,23.0,20.0,22.0,25.0,35.0,32.0,33.0,41.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,6.0,8.0,7.0,13.0,9.0,8.0,29.0,30.0,28.0,29.0,35.0,32.0,33.0,41.0,23.0,58.0,52.0,55.0,66.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,96.0,91.0,94.0,108.0
35103433,279,3,3550308,355030807,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,96.6,97.5,0.0,100.0,99.1,0.0,68.2054,Muito Alto,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26,22,38,61,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,7,158,277,306,0,741,0,0,0,0,0,0,0,0,0,35103433,0.0,0.0,0.0,0.0,110.0,126.0,111.0,147.0,0.0,0.0,0.0,0.0,0.0,159.0,148.0,187.0,160.0,173.0,246.0,261.0,287.0,595.0,645.0,812.0,768.0,110.0,126.0,111.0,147.0,0.0,110.0,126.0,111.0,147.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,6.0,7.0,14.0,16.0,18.0,18.0,4.0,5.0,5.0,0.0,4.0,5.0,4.0,5.0,705.0,771.0,923.0,915.0
35103445,46,3,3550308,355030869,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,93.9,0.0,93.5,94.1,0.0,100.0,98.1,0.0,69.9923,Muito Alto,0,0,0,0,0,0,0,0,0,0,0,36,43,39,42,43,32,35,24,0,294,0,0,1,0,0,0,1,0,1,3,0,0,0,0,7,3,0,10,38,68,54,0,160,0,0,0,0,0,0,0,0,0,35103445,147.0,165.0,169.0,161.0,108.0,109.0,111.0,138.0,0.0,0.0,0.0,0.0,0.0,64.0,60.0,67.0,45.0,57.0,55.0,62.0,73.0,191.0,169.0,182.0,177.0,108.0,109.0,111.0,138.0,147.0,255.0,274.0,280.0,299.0,8.0,9.0,8.0,8.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,8.0,12.0,13.0,12.0,13.0,460.0,456.0,502.0,530.0
35103494,28,2,3550308,355030807,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,90.2,0.0,88.9,100.0,0.0,100.0,100.0,0.0,61.3617,Alto,0,0,0,0,0,0,0,0,0,0,41,49,36,45,43,38,48,46,49,0,395,0,0,0,0,2,1,2,0,1,6,0,0,0,0,8,3,1,12,24,22,27,0,73,0,0,0,0,0,0,0,0,0,35103494,250.0,234.0,229.0,214.0,126.0,181.0,192.0,184.0,0.0,33.0,0.0,0.0,33.0,31.0,38.0,34.0,32.0,24.0,30.0,30.0,26.0,84.0,90.0,92.0,87.0,159.0,181.0,192.0,184.0,250.0,409.0,415.0,421.0,398.0,10.0,10.0,10.0,10.0,4.0,6.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,6.0,8.0,10.0,15.0,16.0,17.0,18.0,651.0,671.0,682.0,635.0
35103512,10,2,3550308,355030845,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,92.3,100.0,0.0,94.7,100.0,0.0,66.6241,Muito Alto,0,0,0,0,0,0,0,0,0,0,26,18,15,22,14,27,15,16,23,0,176,0,0,0,0,0,1,1,2,0,4,0,0,0,0,0,0,0,0,11,14,12,0,37,0,0,0,0,0,0,0,0,0,35103512,67.0,85.0,96.0,95.0,56.0,70.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,13.0,11.0,21.0,13.0,18.0,13.0,52.0,55.0,42.0,36.0,56.0,70.0,85.0,85.0,67.0,123.0,155.0,181.0,180.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,225.0,275.0,306.0,300.0
35103524,210,4,3550308,355030845,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,97.4,0.0,96.8,99.2,0.0,97.3,98.9,0.0,72.5718,Muito Alto,0,0,0,0,0,0,0,0,0,0,379,357,365,269,342,366,297,276,269,0,2920,4,0,0,0,0,11,10,10,5,40,0,0,0,0,9,17,2,28,232,241,255,0,728,0,0,0,0,0,0,0,0,0,35103524,1581.0,1673.0,1755.0,1741.0,1181.0,1160.0,1186.0,1267.0,0.0,0.0,0.0,0.0,0.0,347.0,304.0,287.0,257.0,282.0,317.0,292.0,267.0,905.0,874.0,863.0,788.0,1181.0,1160.0,1186.0,1267.0,1581.0,2762.0,2833.0,2941.0,3008.0,52.0,55.0,59.0,59.0,39.0,38.0,38.0,40.0,11.0,10.0,10.0,9.0,9.0,10.0,9.0,8.0,28.0,28.0,28.0,25.0,39.0,38.0,40.0,52.0,91.0,93.0,97.0,99.0,4263.0,4331.0,4476.0,4448.0
35103548,147,4,3550308,355030826,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,99.3,0.0,100.0,97.0,0.0,100.0,100.0,0.0,68.2441,Muito Alto,0,0,0,0,0,0,0,0,0,0,179,180,148,152,139,155,153,168,128,0,1402,0,0,0,0,0,1,1,4,3,9,0,0,0,0,10,1,1,12,160,144,146,0,450,0,0,0,0,0,0,0,0,0,35103548,688.0,710.0,755.0,805.0,538.0,588.0,592.0,625.0,0.0,0.0,0.0,0.0,0.0,173.0,176.0,171.0,174.0,147.0,148.0,159.0,153.0,441.0,463.0,467.0,481.0,538.0,588.0,592.0,625.0,688.0,1226.0,1298.0,1347.0,1430.0,30.0,30.0,33.0,34.0,16.0,18.0,18.0,19.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,13.0,13.0,14.0,14.0,16.0,18.0,19.0,30.0,46.0,48.0,51.0,53.0,1911.0,2063.0,2113.0,2193.0
35103697,33,4,3550308,355030826,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,98.3,0.0,96.8,100.0,0.0,87.7,95.8,0.0,67.2638,Muito Alto,0,0,0,0,0,0,0,0,0,0,53,61,68,56,65,71,47,59,58,0,538,0,0,0,1,0,0,0,5,2,8,0,0,0,0,4,1,1,6,52,50,35,0,137,0,0,0,0,0,0,0,0,0,35103697,351.0,340.0,331.0,306.0,265.0,264.0,231.0,246.0,0.0,0.0,0.0,0.0,0.0,55.0,47.0,54.0,56.0,56.0,51.0,42.0,51.0,158.0,151.0,144.0,145.0,265.0,264.0,231.0,246.0,351.0,616.0,604.0,562.0,552.0,18.0,16.0,17.0,17.0,8.0,9.0,8.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,8.0,9.0,9.0,18.0,26.0,25.0,25.0,26.0,998.0,949.0,896.0,894.0
35103718,93,3,3550308,355030826,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.0,98.6,0.0,94.8,100.0,0.0,98.1,96.0,0.0,73.3744,Muito Alto,0,0,0,0,0,0,0,0,0,0,91,71,66,77,96,76,84,102,106,0,769,0,0,0,0,0,2,6,6,8,22,0,0,0,0,11,7,3,21,90,63,106,0,259,0,0,0,0,0,0,0,0,0,35103718,403.0,405.0,376.0,404.0,451.0,432.0,434.0,400.0,0.0,0.0,0.0,0.0,0.0,178.0,152.0,100.0,107.0,170.0,167.0,126.0,91.0,509.0,479.0,379.0,312.0,451.0,432.0,434.0,400.0,403.0,854.0,837.0,810.0,804.0,17.0,19.0,18.0,18.0,17.0,15.0,15.0,14.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,16.0,15.0,13.0,11.0,17.0,15.0,14.0,17.0,34.0,34.0,33.0,32.0,1445.0,1412.0,1287.0,1243.0
35103780,23,2,3550308,355030869,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,94.0,97.1,0.0,90.0,100.0,0.0,70.2523,Muito Alto,0,0,0,0,0,0,0,0,0,0,44,37,29,50,39,36,58,45,36,0,374,1,1,1,0,0,4,3,4,5,19,0,0,0,0,3,2,1,6,20,29,33,0,82,0,0,0,0,0,0,0,0,0,35103780,270.0,242.0,208.0,204.0,219.0,221.0,218.0,197.0,0.0,0.0,0.0,0.0,0.0,53.0,44.0,36.0,24.0,42.0,55.0,38.0,32.0,138.0,135.0,121.0,90.0,219.0,221.0,218.0,197.0,270.0,489.0,463.0,426.0,401.0,12.0,12.0,10.0,10.0,8.0,8.0,9.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,6.0,6.0,3.0,8.0,8.0,9.0,12.0,20.0,20.0,19.0,19.0,795.0,781.0,708.0,665.0
35103834,15,2,3550308,355030826,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,82.6,0.0,100.0,94.1,0.0,100.0,100.0,0.0,64.6592,Muito Alto,0,0,0,0,0,0,0,0,0,0,28,14,19,15,19,20,21,22,20,0,178,0,0,0,0,1,0,0,0,1,2,0,0,0,0,4,0,0,4,20,32,20,0,72,0,0,0,0,0,0,0,0,0,35103834,80.0,88.0,79.0,88.0,90.0,75.0,80.0,81.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,24.0,25.0,17.0,22.0,28.0,32.0,58.0,62.0,75.0,77.0,90.0,75.0,80.0,81.0,80.0,170.0,163.0,159.0,169.0,5.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,9.0,10.0,9.0,10.0,292.0,293.0,311.0,307.0
35103861,130,3,3550308,355030826,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,87.7,0.0,94.8,95.6,0.0,91.9,96.6,0.0,66.4916,Muito Alto,0,0,0,0,0,0,0,0,0,0,88,98,115,81,112,123,135,160,166,0,1078,0,0,0,0,3,0,4,3,4,14,0,0,0,0,39,22,20,81,234,160,142,0,536,0,0,0,0,0,0,0,0,0,35103861,408.0,403.0,432.0,494.0,514.0,526.0,538.0,601.0,0.0,0.0,0.0,0.0,0.0,224.0,199.0,213.0,281.0,180.0,177.0,178.0,189.0,542.0,542.0,542.0,643.0,514.0,526.0,538.0,601.0,408.0,922.0,929.0,970.0,1095.0,16.0,18.0,20.0,22.0,16.0,17.0,17.0,20.0,6.0,7.0,7.0,9.0,6.0,5.0,6.0,6.0,16.0,17.0,18.0,20.0,16.0,17.0,20.0,16.0,32.0,35.0,37.0,42.0,1596.0,1635.0,1663.0,1924.0
35104206,36,3,3550308,355030832,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,95.7,0.0,93.9,100.0,0.0,95.3,100.0,0.0,66.8412,Muito Alto,0,0,0,0,0,0,0,0,0,0,34,27,36,39,34,26,40,30,32,0,298,0,0,0,0,0,0,0,1,3,4,0,0,0,0,3,0,0,3,43,23,37,0,103,0,0,0,0,0,0,0,0,0,35104206,208.0,209.0,172.0,173.0,188.0,152.0,162.0,136.0,0.0,0.0,0.0,0.0,0.0,37.0,45.0,37.0,47.0,41.0,37.0,45.0,30.0,108.0,118.0,118.0,116.0,188.0,152.0,162.0,136.0,208.0,396.0,361.0,334.0,309.0,12.0,12.0,10.0,11.0,8.0,8.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,12.0,20.0,20.0,17.0,16.0,588.0,551.0,530.0,488.0
35104334,26,2,3550308,355030845,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,94.1,0.0,100.0,100.0,0.0,96.3,97.5,0.0,74.2061,Muito Alto,0,0,0,0,0,0,0,0,0,0,16,22,25,21,27,17,27,29,26,0,210,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,4,31,22,46,0,99,0,0,0,0,0,0,0,0,0,35104334,96.0,97.0,90.0,111.0,103.0,82.0,90.0,99.0,0.0,0.0,0.0,0.0,0.0,41.0,38.0,21.0,35.0,23.0,38.0,40.0,21.0,101.0,91.0,101.0,101.0,103.0,82.0,90.0,99.0,96.0,199.0,179.0,180.0,210.0,7.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,7.0,11.0,10.0,9.0,9.0,362.0,329.0,340.0,401.0
35104449,60,4,3550308,355030835,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,91.8,0.0,93.2,98.7,0.0,90.2,100.0,0.0,73.9225,Muito Alto,0,0,0,0,0,0,0,0,0,0,89,75,89,88,91,83,86,86,83,0,770,2,1,1,0,0,1,0,3,2,10,0,0,0,0,1,2,1,4,87,68,71,0,226,0,0,0,0,0,0,0,0,0,35104449,482.0,456.0,446.0,440.0,380.0,373.0,379.0,349.0,0.0,0.0,0.0,0.0,0.0,90.0,82.0,86.0,90.0,90.0,91.0,80.0,89.0,258.0,257.0,250.0,255.0,380.0,373.0,379.0,349.0,482.0,862.0,829.0,825.0,789.0,20.0,20.0,20.0,19.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,20.0,32.0,32.0,32.0,31.0,1120.0,1086.0,1075.0,1044.0
35104607,61,4,3550308,355030862,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,98.8,100.0,0.0,100.0,100.0,0.0,74.05,Muito Alto,0,0,0,0,0,0,0,0,0,0,71,81,82,84,52,65,69,47,72,0,623,0,0,0,0,0,2,0,0,1,3,0,0,0,0,6,1,0,7,55,59,73,0,187,0,0,0,0,0,0,0,0,0,35104607,328.0,380.0,394.0,373.0,276.0,265.0,253.0,260.0,0.0,0.0,0.0,0.0,0.0,80.0,99.0,88.0,64.0,103.0,73.0,88.0,74.0,273.0,262.0,236.0,213.0,276.0,265.0,253.0,260.0,328.0,604.0,645.0,647.0,633.0,12.0,14.0,16.0,16.0,8.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,9.0,8.0,8.0,6.0,8.0,9.0,9.0,12.0,20.0,23.0,25.0,25.0,936.0,975.0,941.0,893.0
35104620,204,4,3550308,355030802,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0.0,99.0,0.0,99.5,99.2,0.0,98.0,99.2,0.0,74.1951,Muito Alto,0,0,1,0,0,1,0,0,0,2,165,166,161,165,170,199,197,199,188,0,1610,0,0,0,0,0,1,2,2,7,12,0,0,0,0,10,3,0,13,204,228,233,0,665,8,50,3,1,53,26,5,102,12,35104620,836.0,806.0,831.0,829.0,367.0,547.0,755.0,799.0,0.0,398.0,190.0,0.0,398.0,252.0,251.0,251.0,217.0,245.0,239.0,238.0,234.0,728.0,730.0,727.0,684.0,765.0,737.0,755.0,799.0,836.0,1601.0,1543.0,1586.0,1628.0,30.0,30.0,30.0,30.0,12.0,18.0,24.0,24.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,18.0,18.0,18.0,18.0,24.0,24.0,24.0,30.0,54.0,54.0,54.0,54.0,3025.0,3000.0,3060.0,3058.0
35104644,33,2,3550308,355030862,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,97.8,0.0,96.3,97.9,0.0,100.0,100.0,0.0,64.574,Muito Alto,0,0,0,0,0,0,0,0,0,0,39,42,36,19,40,46,38,34,33,0,327,4,0,0,1,0,0,1,2,1,9,0,0,0,0,2,0,2,4,39,31,38,0,108,0,0,0,0,0,0,0,0,0,35104644,199.0,187.0,185.0,185.0,166.0,170.0,170.0,156.0,0.0,0.0,0.0,0.0,0.0,47.0,48.0,34.0,41.0,48.0,40.0,42.0,32.0,133.0,135.0,112.0,113.0,166.0,170.0,170.0,156.0,199.0,365.0,357.0,355.0,341.0,10.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,5.0,6.0,7.0,7.0,8.0,10.0,17.0,16.0,17.0,17.0,507.0,545.0,527.0,502.0
35104875,65,3,3550308,355030802,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,97.8,0.0,97.5,98.6,0.0,100.0,96.8,0.0,71.53699999999999,Muito Alto,0,0,0,0,0,0,0,0,0,0,86,112,97,100,90,96,101,108,98,0,888,0,0,0,0,0,1,2,1,2,6,0,0,0,0,4,2,1,7,70,66,70,0,206,0,0,0,0,0,0,0,0,0,35104875,396.0,409.0,423.0,493.0,358.0,344.0,350.0,411.0,0.0,0.0,0.0,0.0,0.0,79.0,86.0,68.0,77.0,79.0,72.0,75.0,71.0,222.0,229.0,206.0,220.0,358.0,344.0,350.0,411.0,396.0,754.0,753.0,773.0,904.0,18.0,19.0,19.0,21.0,15.0,14.0,15.0,16.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,8.0,9.0,15.0,14.0,16.0,18.0,33.0,33.0,34.0,37.0,1061.0,1058.0,1053.0,1216.0
35104917,71,4,3550308,355030802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,95.4,0.0,97.8,100.0,0.0,99.0,100.0,0.0,70.0389,Muito Alto,0,0,0,0,0,0,0,0,0,0,129,124,124,121,119,123,106,95,95,0,1036,1,0,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,82,70,73,0,225,0,0,0,0,0,0,0,0,0,35104917,620.0,646.0,648.0,627.0,434.0,425.0,432.0,423.0,0.0,0.0,0.0,0.0,0.0,72.0,84.0,72.0,82.0,58.0,58.0,80.0,70.0,179.0,189.0,204.0,226.0,434.0,425.0,432.0,423.0,620.0,1054.0,1071.0,1080.0,1050.0,20.0,20.0,20.0,21.0,15.0,15.0,15.0,14.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,7.0,7.0,7.0,15.0,15.0,14.0,20.0,35.0,35.0,35.0,35.0,1359.0,1388.0,1435.0,1412.0
35104985,430,4,3550308,355030890,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,99.3,0.0,97.7,99.6,0.0,99.0,100.0,0.0,72.9446,Muito Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,185,233,285,0,891,0,0,0,0,0,3,1,3,5,12,0,0,0,0,27,11,3,41,489,493,477,0,1459,0,0,0,0,0,0,0,0,0,35104985,0.0,0.0,0.0,0.0,952.0,954.0,933.0,920.0,0.0,0.0,0.0,0.0,0.0,619.0,578.0,568.0,546.0,556.0,555.0,508.0,513.0,1694.0,1659.0,1592.0,1545.0,952.0,954.0,933.0,920.0,0.0,952.0,954.0,933.0,920.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,27.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,12.0,39.0,40.0,40.0,37.0,28.0,28.0,27.0,0.0,28.0,28.0,28.0,27.0,2646.0,2613.0,2525.0,2465.0
35104991,42,3,3550308,355030890,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,97.2,0.0,98.8,96.4,0.0,97.5,98.0,0.0,69.2556,Muito Alto,0,0,0,0,0,0,0,0,0,0,117,118,126,95,111,94,100,77,101,0,939,0,0,0,0,0,2,2,1,9,14,0,0,0,0,10,4,4,18,85,64,49,0,198,0,0,0,0,0,0,0,0,0,35104991,479.0,511.0,543.0,567.0,205.0,276.0,381.0,390.0,0.0,153.0,81.0,0.0,153.0,69.0,74.0,75.0,96.0,61.0,54.0,59.0,70.0,175.0,185.0,183.0,219.0,358.0,357.0,381.0,390.0,479.0,837.0,868.0,924.0,957.0,21.0,23.0,25.0,26.0,7.0,10.0,14.0,14.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,13.0,13.0,14.0,21.0,34.0,36.0,39.0,40.0,1179.0,1218.0,1270.0,1346.0
35105028,22,3,3550308,355030890,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,97.6,0.0,89.7,91.7,0.0,93.8,100.0,0.0,65.8968,Muito Alto,0,0,0,0,0,0,0,0,0,0,48,45,44,38,59,51,34,37,38,0,394,0,2,0,0,0,3,6,3,1,15,0,0,0,0,2,2,0,4,16,23,28,0,67,0,0,0,0,0,0,0,0,0,35105028,231.0,218.0,218.0,239.0,175.0,156.0,154.0,175.0,0.0,0.0,0.0,0.0,0.0,21.0,35.0,22.0,20.0,28.0,18.0,32.0,22.0,78.0,77.0,70.0,70.0,175.0,156.0,154.0,175.0,231.0,406.0,374.0,372.0,414.0,12.0,11.0,13.0,13.0,8.0,8.0,8.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,8.0,8.0,8.0,12.0,20.0,19.0,21.0,21.0,561.0,527.0,538.0,606.0
35105036,41,4,3550308,355030890,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,100.0,100.0,0.0,96.0,100.0,0.0,73.2555,Muito Alto,0,0,0,0,0,0,0,0,0,0,34,37,32,39,48,42,54,50,40,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,27,27,50,0,104,0,0,0,0,0,0,0,0,0,35105036,230.0,209.0,201.0,190.0,215.0,197.0,195.0,189.0,0.0,0.0,0.0,0.0,0.0,32.0,53.0,36.0,31.0,43.0,30.0,50.0,36.0,110.0,127.0,117.0,117.0,215.0,197.0,195.0,189.0,230.0,445.0,406.0,396.0,379.0,14.0,13.0,13.0,11.0,9.0,8.0,8.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,9.0,8.0,8.0,14.0,23.0,21.0,21.0,19.0,655.0,621.0,596.0,589.0
35105041,32,3,3550308,355030807,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,97.6,0.0,100.0,100.0,0.0,100.0,100.0,0.0,68.1949,Muito Alto,0,0,0,0,0,0,0,0,0,0,79,51,54,88,68,65,58,51,48,0,562,1,1,0,0,1,1,1,3,3,11,0,0,0,0,3,7,0,10,40,47,38,0,125,0,0,0,0,0,0,0,0,0,35105041,282.0,213.0,361.0,349.0,229.0,197.0,243.0,233.0,0.0,0.0,0.0,0.0,0.0,56.0,28.0,54.0,46.0,43.0,49.0,46.0,55.0,125.0,120.0,169.0,141.0,229.0,197.0,243.0,233.0,282.0,511.0,410.0,604.0,582.0,20.0,20.0,18.0,18.0,12.0,12.0,12.0,10.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,7.0,7.0,6.0,12.0,12.0,10.0,20.0,32.0,32.0,30.0,28.0,748.0,643.0,946.0,879.0
